"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"00000000","Nutri+","erytritol","AUTH_TEST_PRODUCT","erytritol","Balsamico Essig","","","","","","","150 gram","150.0","g","100.0","g","","","","{""de"": ""290"", ""en"": ""497"", ""fr"": ""488"", ""it"": ""351"", ""ro"": ""292""}","{}"
"0000000000000","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000002","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000003","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000004","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000005","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000006","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000007","Mg ricarica","granola Bio le Chocolaté","granola Bio le Chocolaté","","Schwäbische Pizza","","","","","","","450g","450.0","g","25.0","g","","","","{}","{""ar"": ""22"", ""en"": ""35"", ""es"": ""3"", ""fr"": ""42"", ""it"": ""46""}"
"00000008","Zuegg","","Skipper Arancia senza zuccheri aggiunti","","Aberfeldy 12 years","","","","","","","700ml","700.0","ml","30.0","g","","","","{}","{""de"": ""42"", ""fr"": ""60"", ""ro"": ""9""}"
"00000009","xylimgxyling","xytitol pastilles","xytitol pastilles","","Royal Lochnagar 12 years","","","","","","","700ml","700.0","ml","0.0","g","","","","{}","{""en"": ""66"", ""es"": ""11"", ""fr"": ""81"", ""it"": ""75""}"
"00000010","xxx","xxx","Clear whey","Madeleines nature","Natual Energy Boost","xxx","","","","","","700ml","700.0","ml","17.6","g","","","","{""de"": ""58"", ""en"": ""48"", ""fr"": ""37""}","{}"
"00000011","Kugler, Pyrat","","","","viralys L lysine- fish and poultry","","","","","","","1pcs","0","","","","","","","{}","{""de"": ""3"", ""en"": ""21"", ""lt"": ""8""}"
"00000012","Toneop","Besan chilla with stuffed chciken","Besan chilla with stuffed chciken","","Hefe","","","","","","","830 g","830","g","","","","","","{""en"": ""22"", ""es"": ""12"", ""fr"": ""36""}","{}"
"00000013","Pbfit","Powdered peanut butter","Powdered peanut butter","Risotto de quinoa légumes d'hiver","","","","","","","","300 g","300.0","g","0.0","g","","","","{}","{""en"": ""40"", ""fr"": ""37""}"
"00000015","Apple bandit","Madeleines ChocoLait","Cider","Madeleines ChocoLait","","","","","","","","1000 g","1000","g","21.6","g","","","","{}","{""fr"": ""40""}"
"00000016","betty crocker","velvety vanilla cake mix","velvety vanilla cake mix","","","","","","","","","","","","0","g","","","","{}","{""en"": ""3"", ""fr"": ""11""}"
"00000017","Bodylab","Collagen For Her","Collagen For Her","","Whey Protein","","","","","","","1.0 kg","1000.0","g","56.699","g","","","","{}","{""de"": ""20"", ""en"": ""31""}"
"00000018","Pays Gourmand","Chocolate peanut butter protein","Magret de canard du Sud-Ouest","","Chocolate peanut butter protein","","","","","","","","","","28.0","g","","","","{}","{""de"": ""15"", ""fr"": ""19""}"
"00000019","BeerenBrüder","Erdbeeren","Steak cheddar cremoso","","Erdbeeren","","","","","","","250g","250.0","g","261.0","g","","","","{}","{""de"": ""3""}"
"00000020","Nestlé","Nesquik moins de sucre","Nesquik moins de sucre","Madeleines Choco Noir","Braten","","","","","","","1080 g / 50 madeleines","1080.0","g","35.0","g","","","","{""en"": ""77"", ""fr"": ""89""}","{}"
"00000021","It's Just!","Inulin Prebiotic Fiber","Inulin Prebiotic Fiber","","","","","","","","","","","","3","g","","","","{""en"": ""22"", ""fr"": ""4""}","{}"
"00000022","Coca-Cola","Farandole de madeleine","Coca Cola original taste","Farandole de madeleine","","","","","","","","590 g","590","g","54","g","","","","{}","{""fr"": ""34""}"
"00000023","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000024","NUTELLA","Croccante con pistacchi e miele","Nutella","Croccante con pistacchi e miele","Langnese Cremissimo","bieta da costa","","","","","","","","","33.3","g","","","","{}","{""en"": ""35"", ""fr"": ""41"", ""it"": ""24""}"
"00000025","Frog Fuel","Frog Fuel Power Protein","Frog Fuel Power Protein","","","","","","","","","610 g","610.0","g","2.0","g","","","","{}","{""fr"": ""3""}"
"00000026","People's Choice Beef Jerky","The Smartest Cookie","Teriyaki Beef Jerky","","","","","","","","","","","","28.0","g","","","","{""es"": ""27"", ""it"": ""31""}","{}"
"00000027","Zuivelmeester","Volle yoghurt","Volle yoghurt","","Oban","","","","","","","700 ml","700.0","ml","700.0","ml","","","","{}","{""en"": ""20"", ""fr"": ""4""}"
"00000028","Hershey’s","Hershey’s Syrup","Hershey’s Syrup","","Jameson Black Barrel","","","","","","","700ml","700","ml","30","g","","","","{}","{""en"": ""20"", ""fr"": ""24""}"
"00000029","Anthony's","Anthony's Organic Cocoa Butter Chunks","Anthony's Organic Cocoa Butter Chunks","","","","","","","","","","","","10","g","","","","{}","{""en"": ""23""}"
"00000030","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000031","Lindt","Lindt Vollmilch Schokolade","Lindt Vollmilch Schokolade","Chou Romanesco","Pfannkuchen Erdbeerkonfitüre","","","","","","","100g","100","g","","","","","","{}","{""en"": ""31"", ""fr"": ""48""}"
"00000032","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000033","nu³","Vegan Protein 3k Chocolate Flavor","","","Vegan Protein 3k Chocolate Flavor","","","","","","","","","","0.2","g","","","","{}","{""de"": ""26"", ""en"": ""7""}"
"00000034","Nestle Carnation","Graines de Chia","Nestle Carnation Instant Nonfat Dry Milk","Graines de Chia","","","","","","","","1kg","1000","g","1","g","","","","{}","{""en"": ""25"", ""fr"": ""36"", ""it"": ""40""}"
"00000035","1MD Nutrition","Cardiofitmd","Cardiofitmd","bijou","","","","","","","","600 g","600.0","g","16.0","g","","","","{}","{""en"": ""38"", ""fr"": ""30""}"
"00000036","VEV","Multi Patents Collagen Peptides","Multi Patents Collagen Peptides","Matabicheras fort dodge 500ml","","","","","","","","490 g","490.0","g","11.0","g","","","","{}","{""en"": ""31"", ""fr"": ""4""}"
"00000037","Just Nutrients","Sea Moss Gummies","Sea Moss Gummies","Biojoy Sonnenblumenkerne","Biojoy Sonnenblumenkerne","","","","","","","1.5 kg","1500.0","g","2.0","g","","","","{}","{""en"": ""34"", ""fr"": ""23""}"
"00000038","Bijou","Madeleines","","Madeleines","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"00000039","microingredients","Yerba Mate","Nuts 'n More","","","","","","","","","1 kg","1000.0","g","33.0","g","","","","{}","{""es"": ""28""}"
"00000040","Amazing grass","scourban Plus 100 ml","scourban Plus 100 ml","","","","","","","","","","","","8.0","g","","","","{}","{""en"": ""4""}"
"00000041","Hua Lian Food","Confiture de Grenade aux fruits secs Rihana","Confiture de Grenade aux fruits secs Rihana","","Organic plant protein blend cacao","","","","","","","250g","250","g","0","g","","","","{""en"": ""13""}","{}"
"00000042","Seara","Multivitamins & Minerals","Bisteca suína","Multivitamins & Minerals","ccc","","","","","","","180 comprimés","0.0","","100.0","g","","","","{}","{""fr"": ""29""}"
"00000043","Herbalife","Butter Burst","Butter Burst","","","Herbalifeline max 30 compresse Herbalife","","","","erbalifeline","","30 compresse","0.0","","14.0","g","","","","{}","{""en"": ""35"", ""es"": ""36""}"
"00000044","I formaggi nobili","Mozzarella","Mozzarella","","","","","","","","","","","","100","g","","","","{""en"": ""7""}","{}"
"00000045","","Gummie","Gummie","","","","","","","","","","","","9","g","","","","{""ar"": ""16"", ""en"": ""24""}","{}"
"00000046","Streawberry shortcake","1up","1up","","","","","","","","","16 oz","453.59237","g","0","g","","","","{}","{""en"": ""7""}"
"00000047","Nature's Bounty","Confirure de fruits rouges","Hair, Skin & Nails Jelly Beans","Confirure de fruits rouges","","","","","","","","","","","","","","","","{}","{""fr"": ""14""}"
"00000048","","","","","","","","","","","","","","","","","","","","{}","{}"
"00000049","Redcon1","Mre Lite","Mre Lite","","","","","","","","","","","","29","g","","","","{}","{""en"": ""16""}"
"00000050","Bulk Supplements","Thermo complete","","Thermo complete","","","","","","","","78,9g","78.9","g","1.0","g","","","","{}","{""fr"": ""43""}"
"00000051","Lindt","Fondants Citron","Lindt Excellence 100% Cacao","Fondants Citron","","","Pâtisseries fondantes à la poudre d’amande et aux pépites au citron.","","Pâtisseries fondantes à la poudre d’amande et aux pépites au citron.","","","660 g (30 étuis individuels)","660","g","","g","","","","{}","{""en"": ""20"", ""fr"": ""23""}"
"00000052","Weight Watchers","Organic Erythritol Granulated","Organic Erythritol Granulated","","","","","","","","","1 kg","1000","g","","","","","","{}","{""en"": ""3""}"
"00000053","Lighthouse","Chunky blue cheese dressing","Chunky blue cheese dressing","Chocolat","","","","","","","","35 gram","35.0","g","0.0","g","","","","{}","{""fr"": ""3""}"
"000000000054","","Limonade artisanale a la rose","Milk  mi","Limonade artisanale a la rose","","","","","","","","","","","","","","","","{}","{""en"": ""6"", ""fr"": ""3""}"
