product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
4054561,9100000720708,"S-Budget, Spar, SBudget","[""Äpfel""]",2000,g,2000.0,g,,,,,"{""de"": ""3""}",{}
4054562,9100000720760,Spar,"[""GF Spaghetti""]",,,,,125.0,g,g,"{""0"": 365.8, ""1"": 1.4, ""2"": 0.0, ""3"": 81.0, ""4"": 0.3, ""5"": 0.6, ""6"": 7.0, ""7"": 0.03, ""8"": 12000.0}","{""en"": ""8""}",{}
4054563,9100000720784,Spar free from,"[""Fusilli gluten-free"", ""glutenfreie Fusilli""]",500,g,500.0,g,,,g,"{""0"": 365.8, ""1"": 1.4, ""2"": 0.6, ""3"": 81.0, ""4"": 0.3, ""5"": 0.6, ""6"": 7.0, ""7"": 0.003561875, ""8"": 7854.525, ""9"": 5557.375, ""11"": 151.3125, ""12"": 3262475.0, ""13"": 947.5587499999999, ""14"": 54447.8125, ""15"": 691.606, ""16"": 141946.6875, ""17"": 151723.125, ""18"": 5125700.0, ""19"": 711.865, ""20"": 0.0, ""21"": 236.79749999999999, ""22"": 6161275.0, ""23"": 187.31375, ""24"": 0.0, ""25"": 7081250.0, ""26"": 3682250.0, ""27"": 638.41875, ""29"": 3147482.5, ""30"": 3009.6549999999997, ""31"": 312.017}","{""de"": ""13""}",{}
4054564,9100000720807,Spar,"[""Glutenfrei Penne""]",,,,,,,g,"{""0"": 364.6, ""1"": 1.4, ""2"": 0.6, ""3"": 81.0, ""4"": 0.3, ""6"": 7.0, ""7"": 0.03, ""8"": 12000.0}","{""es"": ""3""}",{}
4054565,9100000720975,Spar,"[""Molly Kalb""]",100,g,100.0,g,,,,,{},{}
4054566,9100000725925,"Spar Natur pur, Spar","[""Bio-Smoothie""]",250,g,250.0,g,,,,,"{""de"": ""4""}",{}
4054567,9100000726298,"Orangensaft, Spar","[""Orangensaft""]",,,,,100.0,g,g,"{""0"": 52.3, ""1"": 0.5, ""2"": 0.1, ""3"": 11.0, ""4"": 11.0, ""5"": 0.5, ""6"": 0.7}","{""en"": ""5""}",{}
4054568,9100000726311,Spar,"[""100% Apfelsaft Mehrwegflasche""]",1000,ml,1000.0,ml,,,g,"{""0"": 52.3, ""1"": 0.5, ""2"": 0.1, ""3"": 11.0, ""4"": 11.0, ""5"": 0.5, ""6"": 0.7, ""7"": 0.01, ""8"": 4000.0, ""9"": 4320.0, ""11"": 5000000.0, ""12"": 1000000.0, ""13"": 300.0, ""14"": 4560.0, ""15"": 5000000.0, ""16"": 6590.0, ""17"": 113000.0, ""18"": 1000000.0, ""19"": 5000000.0, ""20"": 0.0, ""21"": 1300000.0, ""22"": 5000000.0, ""23"": 4200000.0, ""24"": 0.0, ""25"": 14500.0, ""26"": 0.0, ""27"": 1000000.0, ""29"": 6750000.0, ""30"": 4300000.0, ""31"": 4500000.0}","{""de"": ""12""}",{}
4054569,9100000726335,Spar,"[""Cola Classic""]",1000,ml,1000.0,ml,,,ml,"{""0"": 38.4, ""1"": 0.0, ""2"": 0.0, ""3"": 9.6, ""4"": 9.6, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0}","{""en"": ""12""}",{}
4054570,9100000726359,Kräuterlimo,"[""Spar""]",1000,ml,1000.0,ml,,,,,{},{}
4054571,9100000726410,"Spar Natur Pur, Spar","[""Bio-Kokosmilch-Reis Zimt""]",125,g,125.0,g,,,g,"{""0"": 175.8, ""1"": 11.0, ""2"": 5.6, ""3"": 18.0, ""4"": 8.8, ""6"": 1.2, ""7"": 0.13, ""8"": 52000.0}","{""de"": ""14""}",{}
4054572,9100000726595,Spar,"[""Tomato""]",,,,,100.0,g,g,"{""0"": 18.0, ""3"": 3.200000047683716, ""4"": 3.0999999046325684, ""6"": 0.800000011920929}",{},"{""en"": ""3""}"
4054573,9100000726632,"Spar,Spar Naturpur","[""Bio-Cracker Rote Rübe""]",100,g,100.0,g,,,g,"{""0"": 360.9, ""1"": 9.7, ""2"": 0.8, ""3"": 57.0, ""4"": 2.0, ""5"": 3.8, ""6"": 9.5, ""7"": 2.7, ""8"": 1080000.0}","{""en"": ""21""}",{}
4054574,9100000726656,Spar,"[""Long Chips Tomate""]",,,,,,,g,"{""0"": 550.5999999999999, ""1"": 29.0, ""2"": 3.0, ""3"": 62.0, ""4"": 2.7, ""5"": 7.4, ""6"": 6.7, ""7"": 1.5, ""8"": 600000.0}","{""it"": ""3""}",{}
4054575,9100000726670,Spar,"[""long chips""]",,,,,,,g,"{""0"": 529.7999992370603, ""1"": 29.0, ""2"": 0.0, ""3"": 60.0, ""4"": 1.0, ""6"": 7.1999998092651, ""7"": 1.5, ""8"": 600000.0}","{""it"": ""3""}",{}
4054576,9100000726694,Spar Natur pur,"[""Bio Grießpudding""]",,,,,,,g,"{""0"": 346.4, ""1"": 0.8, ""2"": 0.1, ""3"": 80.0, ""4"": 0.4, ""5"": 1.2, ""6"": 4.2, ""7"": 0.0, ""8"": 0.0}","{""de"": ""4""}",{}
4054577,9100000727080,Splendid,"[""Badreiniger""]",,,,,,,,,"{""de"": ""3""}",{}
4054578,9100000727240,S Budget,"[""Mozzarella gerieben""]",250.0,g,250.0,g,250.0,g,g,"{""0"": 326.8, ""1"": 24.0, ""2"": 16.0, ""3"": 4.4, ""4"": 1.0, ""5"": 0.8, ""6"": 22.9, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0, ""10"": 0.0, ""11"": 0.0, ""13"": 0.0, ""14"": 0.0, ""15"": 0.0, ""16"": 0.0, ""17"": 0.0, ""18"": 0.0, ""19"": 0.0, ""20"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0}","{""de"": ""30""}",{}
4054579,9100000727325,Spar,"[""Bio-Crispies""]",375.0,g,375.0,g,100.0,g,g,"{""0"": 368.9, ""1"": 5.1, ""2"": 0.9, ""3"": 66.0, ""4"": 14.0, ""5"": 7.5, ""6"": 11.0, ""7"": 1.0, ""8"": 4000000.0}","{""de"": ""19""}",{}
4054580,9100000727349,"Spar Natur Pur, Spar","[""Bio-Crispies Schoko""]",375.0,g,375.0,g,100.0,g,g,"{""0"": 354.7, ""1"": 1.1, ""2"": 1.0, ""3"": 77.0, ""4"": 15.0, ""5"": 3.0, ""6"": 7.7, ""7"": 0.01, ""8"": 4000.0}","{""de"": ""12""}",{}
4054581,9100000727370,Natur pur,"[""Kartoffeln Grill"", ""Bio-Grillinge""]",,,,,500.0,g,g,"{""0"": 75.9, ""1"": 0.5, ""3"": 15.0, ""4"": 0.5, ""5"": 1.7, ""6"": 2.0, ""7"": 0.025, ""8"": 10000.0}","{""de"": ""7"", ""en"": ""3""}",{}
4054582,9100000727455,"SPAR, Trauben","[""Kerlose""]",,,,,,,,,"{""ro"": ""11"", ""nl"": ""9""}",{}
4054583,9100000730103,Spar,[],,,,,,,,,{},"{""en"": ""4""}"
