product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
3843386,8682214708877,Mis,"[""Krema Yemen Ve Tatılara Özel""]",,,,,100.0,ml,g,"{""0"": 333.0, ""1"": 35.0, ""3"": 3.0, ""6"": 1.5}","{""tr"": ""3""}",{}
3843387,8682214708938,Miş,"[""Peynir""]",,,,,100.0,g,g,"{""0"": 236.0, ""1"": 18.0, ""3"": 3.5, ""6"": 15.0}","{""ru"": ""3""}",{}
3843388,8682214708990,Mis,"[""Meyveli Yoğurt""]",500,g,500.0,g,500.0,g,g,"{""0"": 97.0, ""1"": 2.1, ""2"": 1.4, ""3"": 16.0, ""4"": 12.0, ""6"": 3.0, ""7"": 0.08, ""8"": 32000.0}","{""tr"": ""5""}",{}
3843389,8682214709010,Mis,"[""Pastörize Süt""]",,,,,100.0,ml,g,"{""0"": 59.0, ""1"": 3.1, ""2"": 2.0, ""3"": 4.7, ""4"": 4.7, ""6"": 3.0, ""7"": 0.0975, ""8"": 39000.0}",{},{}
3843390,8682214709034,Mis,"[""Fromage fondu""]",120.0,g,120.0,g,15.0,g,g,"{""0"": 211.0, ""1"": 15.0, ""2"": 10.0, ""3"": 8.0, ""4"": 3.0, ""6"": 11.0, ""7"": 1.8, ""8"": 720000.0}","{""en"": ""6""}",{}
3843391,8682214709171,Mis,"[""Mis puding çilekli""]",100,,100.0,g,100.0,g,g,"{""0"": 118.0, ""1"": 3.5, ""2"": 2.3, ""3"": 19.6, ""4"": 14.8, ""6"": 2.0}",{},{}
3843392,8682214709355,,"[""Çikolatalı süt""]",,,,,200.0,g,g,"{""0"": 61.5, ""1"": 1.5, ""2"": 1.0, ""3"": 9.1, ""4"": 9.1, ""6"": 2.9}",{},{}
3843393,8682214709379,Mis,[],1000,ml,1000.0,ml,,,,,"{""tr"": ""7""}",{}
3843394,8682214709393,,"[""mis süt""]",,,,,,,,,{},{}
3843395,8682214709478,Mis,"[""Yarım Yağlı Yoğurt""]",,,,,100.0,g,g,"{""0"": 51.0, ""1"": 1.8, ""2"": 1.2, ""3"": 4.6, ""4"": 4.6, ""6"": 4.0}","{""tr"": ""3""}",{}
3843396,8682214709515,Mis,"[""Yağı Azaltılmış Yoğurt""]",,,,,,,g,"{""0"": 41.0, ""1"": 0.6, ""2"": 0.4, ""3"": 4.6, ""4"": 4.6, ""6"": 4.0, ""7"": 0.0, ""8"": 0.0}","{""tr"": ""3""}",{}
3843397,8682214709607,Mis,"[""Yogurt""]",,,,,,,g,"{""0"": 48.0, ""1"": 1.5, ""2"": 1.0, ""3"": 4.7, ""4"": 4.7, ""6"": 4.0, ""7"": 0.0005, ""8"": 200.0}",{},{}
3843398,8682214709706,Vatan,"[""Jalapeno""]",,,,,100.0,g,g,"{""0"": 34.800000000000004, ""1"": 0.8, ""2"": 0.2, ""3"": 4.7, ""4"": 2.0, ""5"": 2.6, ""6"": 0.9, ""7"": 0.008, ""8"": 3200.0}",{},{}
3843399,8682214709911,Anadolu Mutfağı,"[""Pilavlik Bulgur""]",,,,,,,g,"{""0"": 357.0, ""1"": 4.0, ""2"": 0.3, ""3"": 65.0, ""4"": 2.1, ""5"": 6.8, ""6"": 11.0, ""7"": 0.0975, ""8"": 39000.0}",{},{}
3843400,8682214710047,İnci,"[""Parmak Patates""]",,,,,,,g,"{""0"": 142.0, ""1"": 4.2, ""3"": 19.1, ""6"": 5.5}",{},{}
3843401,8682214710344,Anadolu Mutfağı,"[""Yeşil Mercimek""]",1000,g,1000.0,g,1000.0,g,g,"{""0"": 336.0, ""1"": 0.9, ""2"": 0.2, ""3"": 36.6, ""4"": 3.5, ""5"": 25.0, ""6"": 23.7, ""7"": 0.1, ""8"": 40000.0}",{},"{""tr"": ""5""}"
