"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"7804666271681","WINKLER NUTRITION","ISO-WIN","ISO-WIN","","","","","","","","","2,2 LBS","997.9032140000002","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666271698","Winkler","Winkler ISO WIN VAINILLA","","","","","","","","","","","","","100.0","g","","","","{}","{""fi"": ""3""}"
"7804666271704","Winkler Nutrition","100% BEEF PRO-WIN","100% BEEF PRO-WIN","","","","","","","","","2.000 G.","2","g","33","g","","","","{""es"": ""3""}","{}"
"7804666271797","Winkler Nutrition","Vegan Shake Sabor Chocolate","Vegan Shake Sabor Chocolate","","","","","","","","","","","","41","g","235","100g","kcal","{""es"": ""24""}","{}"
"7804666271872","revitta","Protein bar","Protein bar","","","","","","","","","","","","45.0","g","","","","{}","{}"
"7804666271889","Litta","PROTEIN BAR","PROTEIN BAR","","","","","","","","","","","","","","","","","{""es"": ""3""}","{}"
"7804666271896","itta","PROTEIN BAR","PROTEIN BAR","","","","","","","","","16g","16","g","","","","","","{""es"": ""3""}","{}"
"7804666271902","Revitta","Barra Protein Dulce de Leche","Barra Protein Dulce de Leche","","","","","","","","","","","","45","","","","","{}","{""en"": ""3""}"
"7804666271919","reVitta","WHEY PROTEIN BAR","WHEY PROTEIN BAR","","","","","","","","","","","","45","g","","","","{""es"": ""3""}","{}"
"7804666271926","nvitta","Protein Bar","Protein Bar","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"7804666272060","reVitta","FEMME PROTEIN","FEMME PROTEIN","","","","","","","","","1 KG - 2.2 LB","1000","g","33","g","","","","{""es"": ""3""}","{}"
"7804666272114","Revitta","Cooking Vegan Protein","Cooking Vegan Protein","","","","","","","","","","","","33.0","g","","","","{}","{}"
"7804666272138","WINKLER NUTRITION","LIPO KILL READY","LIPO KILL READY","","","","","","","","","","","","250","ml","","","","{""es"": ""3""}","{}"
"7804666272145","WINKLER NUTRITION","REATOR","REATOR","","","","","","","","","","","","200","ml","","","","{""es"": ""3""}","{}"
"7804666272275","Chef Protein","","Protein","","","","","","","","","","","","32","g","","","","{""es"": ""5""}","{}"
"7804666272343","revitta","PEA PROTEIN","PEA PROTEIN","","","","","","","","","PESO NETO 1 KG","1000.0","g","33.0","g","","","","{""es"": ""3""}","{}"
"7804666272374","WINKLER NUTRITION","WHEY PRO-WIN","WHEY PRO-WIN","","","","","","","","","33G","33.0","g","33.0","g","","","","{""es"": ""3""}","{}"
"7804666272381","WINKLER NUTRITION","100% WHEY PRO-WIN","100% WHEY PRO-WIN","","","","","","","","","CONT. NETO 33G","33.0","g","33.0","g","","","","{""es"": ""3""}","{}"
"7804666272398","Winkler Nutricion","Whey Pro-win Dulce De Leche","","","","","","","","","","","","","33.0","g","","","","{""es"": ""3""}","{}"
"7804666272404","Winkler Nutrition","100% WHEY PRO-WIN","100% WHEY PRO-WIN","","","","","","","","","33G","33.0","g","33.0","g","","","","{""es"": ""3""}","{}"
"7804666272411","Winkler Nutrition","W1 Gel Energético","","","","","","","","","","30 g","30.0","g","30.0","g","326.6666666666667","serving","kcal","{""es"": ""3""}","{}"
"7804666272428","WINKLER NUTRITION","GEL ENERGÉTICO","GEL ENERGÉTICO","","","","","","","","","PESO NETO 30 G.","30.0","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666272749","CHEF PROTEIN","CHEF PROTEIN BAR","CHEF PROTEIN BAR","","","","","","","","","60g","60","g","60","g","","","","{""es"": ""3""}","{}"
"7804666272992","Revitta","Coffit protein","Coffit protein","","","","","","","","","","","","20.0","g","","","","{}","{}"
"7804666273050","PROTE","PROTE","PROTE","","","","","","","","","","","","500","ml","","","","{}","{}"
"7804666273067","PROTE","PROTE","PROTE","","","","","","","","","500ml.","500.0","ml","500.0","ml","","","","{""es"": ""3""}","{}"
"7804666273074","PROTE","PROTE","PROTE","","","","","","","","","","","","500.0","ml","","","","{""es"": ""3""}","{}"
"7804666273081","PROTE","PROTE Sabor Naranja","PROTE Sabor Naranja","","","","","","","","","500ml","500","ml","","","","","","{""es"": ""3""}","{}"
"7804666273098","PROTE","PROTE","PROTE","","","","","","","","","500ml","500.0","ml","500.0","ml","","","","{""es"": ""3""}","{}"
"7804666273296","WINKLER NUTRITION","ISO-WIN","ISO-WIN","","","","","","","","","CONT. NETO 30 G","30.0","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666273302","WINKLER NUTRITION","ISO-WIN","ISO-WIN","","","","","","","","","CONT. NETO 30 G","30.0","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666273319","WINKLER NUTRITION","ISO-WIN","ISO-WIN","","","","","","","","","CONT. NETO 30 G","30.0","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666273326","WINKLER NUTRITION","ISO-WIN","ISO-WIN","","","","","","","","","30 G","30.0","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666273500","Winkler Nutrition","100% Whey Pro-Win","100% Whey Pro-Win","","","","","","","","","1.000 g","1","g","33","g","","","","{""es"": ""3""}","{}"
"7804666273524","revitta","COFFIT COLLAGEN","COFFIT COLLAGEN","","","","","","","","","11 g","11","g","20","g","","","","{""en"": ""3"", ""es"": ""8""}","{}"
"7804666273531","reVitta","COOKING PROTEIN","COOKING PROTEIN","","","","","","","","","CONT. NETO 30 G","30.0","g","30.0","g","","","","{""es"": ""3""}","{}"
"7804666273616","Winkler Nutrition","Micellar Casein","Micellar Casein","","","","","","","","","1.000 g","1.0","g","30.0","g","0","100g","kcal","{""es"": ""3""}","{}"
"7804666273661","WINKLER NUTRITION","PROTON","PROTON","","","","","","","","","","","","200","ml","","","","{""es"": ""3""}","{}"
"7804666273685","ReVita","Cooking Protein","Cooking Protein","","","","","","","","","","","","30","g","393.3333333333333","serving","kcal","{}","{}"
"7804666273746","WINKLERNUTRITION.CL","OMEGA-3 FISH OIL","OMEGA-3 FISH OIL","","","","","","","","","","","","4.1","g","","","","{""es"": ""3""}","{}"
"7804666273906","WINKLER NUTRITION","WHEY PRO-WIN","WHEY PRO-WIN","","","","","","","","","Cont. N 60g","60","g","60","g","","","","{""es"": ""3""}","{}"
"7804666274057","WINKLER NUTRITION","WHEY PRO-WIN","WHEY PRO-WIN","","","","","","","","","25G","25.0","g","60.0","g","","","","{""es"": ""3""}","{}"
"7804666274064","WINKLER NUTRITION","WHEY PRO-WIN","WHEY PRO-WIN","","","","","","","","","60g","60","g","60","g","","","","{""es"": ""3""}","{}"
"7804666274163","Winkler Nutrition","Protein Bar Vegan Shake Sabor Chocolate","Protein Bar Vegan Shake Sabor Chocolate","","","","","","","","","60g","60","g","60","g","235","100g","kcal","{""es"": ""8""}","{}"
"7804666274170","Winkler Nutrition","Vegan Shake Sabor Caramelo","Vegan Shake Sabor Caramelo","","","","","","","","","60g","60.0","g","60.0","g","","","","{""es"": ""3""}","{}"
"7804666450093","","Gala Apples","Gala Apples","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"7804666450116","","Fugi apple organic","Fugi apple organic","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"7804666500323","","Confiture de Goyavier du Chili","","Confiture de Goyavier du Chili","","","","","","","","","","","","","264","100g","kcal","{""fr"": ""3""}","{}"
"7804666810002","Nat","Nat crack era","Nat crack era","","","","","","","","","","","","22","","","","","{""en"": ""3""}","{}"
"7804666810019","","Todtadas artesanales","","Todtadas artesanales","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"7804666810026","KATNATURAL","NAT Crackers","NAT Crackers","","","","","","","","","160 g","160.0","g","22.0","g","","","","{""es"": ""3""}","{}"
"7804666810064","Natnatural","NAT Crackers Tostadas Artesanales Cranberry y nuez","NAT Crackers Tostadas Artesanales Cranberry y nuez","","","","","","","","","","","","22","g","379","100g","kcal","{""es"": ""3""}","{}"
"7804666810316","Nat","Wafer Crakers","Wafer Crakers","","","","","","","","","","","","15.0","g","","","","{}","{}"
"7804666976463","PROTE","PROTE","PROTE","","","","","","","","","","","","500.0","ml","","","","{""es"": ""3""}","{}"
"7804667130093","Samosa","Gyosa De Verdura","Gyosa De Verdura","","","","","","","","","","","","28","g","","","","{}","{}"
"7804667340027","HUNZA","ACTIVE LIFE","ACTIVE LIFE","","","","","","","","","","","","280.0","ml","","","","{""es"": ""3""}","{}"
"7804667340034","","","","","","","","","","","","","","","560","ml","","","","{""es"": ""7""}","{}"
"7804667480037","","Blueberries","Blueberries","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"7804667480075","","Organic blueberries","Organic blueberries","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"7804668080113","SMART SNACK","ENERGY BALLS KIDS: Maní Cacao","ENERGY BALLS KIDS: Maní Cacao","","","","","","","","","40g","40","g","20","g","","","","{""es"": ""6""}","{}"
"7804668080120","SMART SNACK","ENERGY BALLS","ENERGY BALLS","","","","","","","","","40g","40","g","20","g","","","","{""es"": ""3""}","{}"
"7804668140046","My foods","mezcla lista para sopapillas","","","","","","","","","","1kg","1000.0","g","100.0","g","","","","{}","{""es"": ""4""}"
"7804668280063","VARSOVIENNE","85% CACAO Abinao Bitter","85% CACAO Abinao Bitter","","","","","","","","","","","","","","","","","{""es"": ""3""}","{}"
"7804668280087","VARSOVIENNE","San Joaquín Bitter","San Joaquín Bitter","","","","","","","","","","","","16.0","g","","","","{""es"": ""3""}","{}"
"7804668280094","","varsovienne","varsovienne","","","","","","","","","","","","","","","","","{""en"": ""4""}","{}"
"7804668280186","Varsovienne","Barra Almond Milk Chocolate","Barra Almond Milk Chocolate","","","","","","","","","","","","16","g","","","","{""en"": ""3""}","{}"
"7804668280469","Varsovienne","Alfajor","Alfajor Tradicional","Alfajor","","","","","","","","","","","45","g","348.0","serving","kcal","{""es"": ""18"", ""fr"": ""13""}","{}"
"7804668280476","VARSOVIENNE","Alfajor Blanco","Alfajor Blanco","","","","","","","","","45 grs.","45","g","45","g","","","","{""es"": ""3""}","{}"
"7804668280674","Varsovienne","Mazapán Bañado en Chocolate","Mazapán Bañado en Chocolate","","","","","","","","","","","","25","g","514","100g","kcal","{""es"": ""3""}","{}"
"7804668280858","","Cioccolato al latt","","","","Cioccolato al latt","","","","","","","","","","","","","","{}","{""it"": ""3""}"
"7804668280889","","Alfajores Tradicional","Alfajores Tradicional","","","","","","","","","6 Unidades","0","","45","g","","","","{""es"": ""3""}","{}"
"7804668280919","VARSOVIENNE","Alfajor Tradicional Sin Azúcar","Alfajor Tradicional Sin Azúcar","","","","","","","","","45 grs.","45","g","45","g","","","","{""es"": ""3""}","{}"
"7804668281121","VARSOVIENNE","Galletas Toscanas","Galletas Toscanas","","","","","","","","","","","","11","g","","","","{""es"": ""3""}","{}"
