"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"4388844004603","Rewe","Schokokeks vollmilch","","","Schokokeks vollmilch","","","","","","","125 g","125.0","g","125.0","g","506","100g","kcal","{""de"": ""23""}","{}"
"4388844004634","Rewe","Tomaten Sauce Basilikum","","Rewe Tomaten Sauce Basilikum","Tomaten Sauce Basilikum","","","","","","","380 ml","380","ml","","","59","100ml","kcal","{""de"": ""17"", ""fr"": ""4""}","{}"
"4388844004689","Beste Wahl, REWE","Rewe Delikatess Metzgerschinken Spitzenqualität, he...","","","Rewe Delikatess Metzgerschinken Spitzenqualität, he...","","Schinken, geräuchert","","","","","150 g","150","g","","","126","100g","kcal","{""de"": ""19""}","{}"
"4388844004696","REWE Beste Wahl, Rewe","Pommersche","","","Pommersche","","Feine Leberwurst","","","","","125 g","125.0","g","25.0","g","368","100g","kcal","{""de"": ""4"", ""fr"": ""21""}","{}"
"4388844004719","Rewe, Rewe Beste Wahl","Gourmet-Salami","Gourmet-Salami","","Gourmet Salami","","","","","","","80 g","80","g","","","318","100g","kcal","{""de"": ""12"", ""en"": ""26""}","{}"
"4388844004726","REWE Beste Wahl","Delikatess Pfeffer Salami","","","Delikatess Pfeffer Salami","","","","","","","80 g","80.0","g","3.6","g","318","100g","kcal","{""de"": ""29""}","{}"
"4388844004733","Rewe, Rewe Beste Wahl","Paprika Salami","","","Paprika Salami","","Delikatess Paprikasalami","","","","","80 g","80.0","g","4.0","g","354","100g","kcal","{""de"": ""13""}","{}"
"4388844004740","REWE Beste Wahl","Delikatess Käse Salami","","","Delikatess Käse Salami","","","","","","","80 g","80.0","g","3.0","g","329","100g","kcal","{""de"": ""23""}","{}"
"4388844004788","REWE Beste Wahl","Delikates Lachs schinken","","","Delikates Lachs schinken","","","","","","","80 g","80","g","","","121","100g","kcal","{""de"": ""19""}","{}"
"4388844004832","Rewe Beste Wahl","Bäcker Brötchen zum Fertigbacken","","","Bäcker Brötchen zum Fertigbacken","","","","","","","360 g","360.0","g","60.0","g","254","100g","kcal","{""de"": ""30""}","{}"
"4388844004917","High Mountains","Sahnelikör","Sahnelikör","","","","","","","","","0.7l","700.0","ml","","","","","","{}","{}"
"4388844004955","REWE Beste Wahl","Tomaten Gemüse Saft","","","Tomaten Gemüse Saft","","Gemüsesaft","","","","","1l","1000","ml","","","183","100ml","kcal","{""de"": ""14"", ""fr"": ""13""}","{}"
"4388844004962","REWE","Tomatensaft","","","Tomatensaft","","","","","","","1 l","1000.0","ml","100","ml","18","100ml","kcal","{""de"": ""3""}","{}"
"4388844004986","REWE Beste Wahl","Apfelsaft","","","Apfelsaft","","","","","","","1 L","1000","ml","","","","","","{}","{""de"": ""5""}"
"4388844004993","Rewe Beste Wahl","Grapefruitsaft","","","Grapefruitsaft","","","","","","","1 l","1000","ml","","","33.2","100ml","kcal","{""de"": ""7""}","{}"
"4388844005020","REWE Beste Wahl","Traubensaft","","","Traubensaft","","","","","","","1L","1000.0","ml","250","ml","64.0","serving","kcal","{""de"": ""5""}","{}"
"4388844005037","REWE Beste Wahl","Bananen Nektar","","","Bananen Nektar","","","","","","","1l","1000.0","ml","250","ml","53.2","100ml","kcal","{}","{}"
