"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"44412166","","glutino","glutino","","","","","","","","","","","","","","","","","{}","{}"
"44412272","","","","","","","","","","","","","","","","","","","","{""es"": ""3""}","{}"
"44412781","","","","","","","","","","","","","","","","","","","","{""ar"": ""3""}","{}"
"44412876","Toque du chef","Pâtes fraîches","Pâtes fraîches","","","","","","","","","","","","100","g","","","","{}","{}"
"44413439","","Miel de fleurs","","Miel de fleurs","","","","","","","","","","","","","","","","{""fr"": ""3""}","{}"
"44413767","Delhaize","Fish sticks","Fish sticks","","","","","","","","","","","","100","","","","","{}","{}"
"44413866","General Mills","fruit roll ups blastin berry","fruit roll ups blastin berry","","","","","","","","","","","","","","","","","{}","{}"
"44414023","Marks And Spencer","chicken Balti","chicken Balti","","","","","","","","","400g","400","g","","","","","","{}","{""en"": ""3""}"
"44414269","","Torrada","Torrada","","","","","","","","","","","","800","","","","","{}","{}"
"44414429","","","","","","","","","","","","","","","","","","","","{}","{}"
"44414757","Delhaize Bio","Chou blanc","Chou blanc","","","","","","","","","","","","50","","","","","{}","{}"
"44414801","Delhaize","soja gout chocolat","soja gout chocolat","","","","","","","","","25 cl","250","ml","","","","","","{}","{""en"": ""17""}"
"44415273","Brookshire's","Grated Parmesan Cheese","Grated Parmesan Cheese","","","","","","","","","","","","0","","","","","{}","{}"
"44415372","Findus","Vellutata di verdure cremosa e leggera","","","","Vellutata di verdure cremosa e leggera","","","","","","","","","","","","","","{}","{""it"": ""3""}"
"44416386","","sl peanut clusters","sl peanut clusters","","","","","","","","","","","","","","","","","{}","{}"
"44416867","Snack Day","Chips Craquantes","","Chips Craquantes","","","","","","","","200g","200.0","g","30.0","g","540","100g","kcal","{""fr"": ""4""}","{}"
"44417444","Chikos","Cookilate aux pepites de chocolat","Cookilate aux pepites de chocolat","","","","","","","","","45g","45","g","","","","","","{}","{}"
"44417543","Delhaize","Thon piquant","Thon piquant","","","","","","","","","","","","100","","","","","{}","{}"
"44417666","Schweppes","","","","","","","","","","","","","","","","","","","{}","{""es"": ""4""}"
"44417987","Crownfield","","","","","","","","","","","600 g","600","g","","","","","","{}","{""nl"": ""4""}"
"44418007","Hunts","","","","","","","","","","","","","","","","","","","{}","{""en"": ""4""}"
"44419370","Armor","Corned beef hash","Corned beef hash","","","","","","","","","","","","236","g","","","","{}","{""en"": ""3""}"
"44419516","","","","","","","","","","","","","","","","","","","","{}","{}"
"44420000","celta","","","","","","","","","","","","","","","","","","","{""es"": ""3""}","{}"
"44421380","","","","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"44421700","caffo","vecchio amaro del capo","","","","vecchio amaro del capo","","","","","","70 cl","700","ml","","","","","","{}","{}"
"44423054","AlmadoCacau","Alma Cacau 72%","","","","","","","","","","","","","","","541","100g","kcal","{""pt"": ""3""}","{}"
"44425944","Abbaye de Sept-Fons","Germe de blé","","Germe de blé","","","","","","","","","","","","","386","100g","kcal","{""fr"": ""4""}","{}"
"44426033","","Energy Bites","Energy Bites","","","","","","","","","","","","1","g","","","","{}","{}"
"44427344","Sainsbury's","","","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"44427559","","Lemon Sandwich","","Lemon Sandwich","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"44427757","Dilea","Emmental","Emmental","","","","","","","","","","","","","","","","","{}","{""en"": ""8"", ""nl"": ""7""}"
"44428648","Best choice","Groene asperges","","","","","","","","","","","","","200.0","g","","","","{}","{""nl"": ""3""}"
