"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"3760089881538","Lerøy","Ceviche Saumon","","Ceviche Saumon","","","","","","","","","","","","","148","100g","kcal","{""fr"": ""4""}","{}"
"3760089881552","","Poke","","Poke","","","","","","","","","","","","","95","100g","kcal","{""fr"": ""4""}","{}"
"3760089881576","","Poke","","Poke","","","","","","","","","","","","","125","100g","kcal","{""fr"": ""4""}","{}"
"3760089881613","Leroy","Sushi","Sushi","Sushi","","","","","","","","","","","","","","","","{}","{}"
"3760089883501","Leroy","Poêlée de saumon marinade agrumes","","Poêlée de saumon marinade agrumes","","","Poêlée de saumon marinade agrumes","","Poêlée de saumon marinade agrumes","","","500 g","500","g","","","153","100g","kcal","{""fr"": ""8""}","{}"
"3760089883600","Leroy","Poêlée de saumon","","Poêlée de saumon","","","","","","","","","","","","","225","100g","kcal","{""fr"": ""3""}","{}"
"3760089883617","Leroy","Poêlée gabillaud","Poêlée gabillaud","","","","","","","","","","","","500","g","94","100g","kcal","{""en"": ""9""}","{}"
"3760089883747","","Crevettes nordiques","","Crevettes nordiques","","","","","","","","","","","","","66","100g","kcal","{""fr"": ""7""}","{}"
"3760089883983","","truite","","truite","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"3760089886045","","Pavé de truite avec peau","","Pavé de truite avec peau","","","","","","","","","","","","","218","100g","kcal","{""fr"": ""3""}","{}"
"3760089889084","","Truite","","Truite","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"3760089889121","Leroy","Saumon Atlantique","","Saumon Atlantique","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"3760089889343","","Saumon fumé","","Saumon fumé","","","","","","","","","","","","","227","100g","kcal","{""fr"": ""3""}","{}"
"3760089890783","Oreo","Oreo peanut butter flavour","","Oreo peanut butter flavour","","","","","","","","","","","","","487","100g","kcal","{""fr"": ""3""}","{}"
"3760089890820","","Loïs good","","Loïs good","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"3760089946008","","","","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"3760090070358","domaine de berguerolles","pur Cévennes rouge","","pur Cévennes rouge","","","","","","","","","","","","","","","","{}","{}"
"3760090070365","cave de berguerolles","syrah rosé","","syrah rosé","","","","","","","","","","","","","","","","{}","{}"
"3760090080029","Rivesalîne","Gros sel naturel","","Gros sel naturel","","","","","","","","1 kg","1000","g","","","","","","{}","{""fr"": ""8""}"
"3760090080036","","Sel au fenouil","","Sel au fenouil","","","","","","","","","","","","","","","","{}","{""fr"": ""4""}"
"3760090080050","rivesaline","Sel saveur herbe de Provence Bio","","Sel saveur herbe de Provence Bio","","","","","","","","200 g","200","g","","","","","","{""fr"": ""5""}","{}"
"3760090080067","Rivesaline","Sel, algue","","Sel, algue","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"3760090080074","Rivesaline","Fleur de sel","","Fleur de sel","","","","","","","","250 g","250","g","","","0","100g","kcal","{""fr"": ""4""}","{}"
"3760090080081","Rive -saline","Fleur de sel","","Fleur de sel","","","","","","","","","","","","","0","100g","kcal","{""fr"": ""17""}","{}"
"3760090080135","","","","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"3760090080142","Rivesaline","Crème de caramel à la fleur de sel et au beurre salé AOP","","Crème de caramel à la fleur de sel et au beurre salé AOP","","","","","","","","","","","","","488","100g","kcal","{""fr"": ""11""}","{}"
"3760090080166","Rivesaline","Caramels tendres à la fleur de sel","","Caramels tendres à la fleur de sel","","","","","","","","","","","","","418","100g","kcal","{""fr"": ""4""}","{}"
"3760090080210","Rivesaline","Fleur de sel-Persillade BIO","","Fleur de sel-Persillade BIO","","","","","","","","","","","","","","","","{}","{""fr"": ""4""}"
"3760090080227","Rivesaline","Fleur de sel espelette","","Fleur de sel espelette","","","","","","","","","","","","","","","","{}","{""fr"": ""6""}"
"3760090080357","Rivesaline","Moutarde aux salicornes","","Moutarde aux salicornes","","","","","","","","","","","","","88","100g","kcal","{""fr"": ""4""}","{}"
"3760090080364","Rivesaline","Moutarde à la fleur de sel","","Moutarde à la fleur de sel","","","","","","","","","","","","","94","100g","kcal","{""fr"": ""3""}","{}"
"3760090080401","Rivesaline","Fleur de sel","","Fleur de sel","","","","","","","","","","","","","","","","{}","{""fr"": ""6""}"
"3760090080432","Riversaline","velouté de salicornes","","velouté de salicornes","","","","","","","","750 g","750","g","","","40","100g","kcal","{""fr"": ""11""}","{}"
"3760090080456","Rivesaline","Salicornes","","Salicornes","","","","","","","","200 g","200","g","","","22","100g","kcal","{""fr"": ""15""}","{}"
"3760090080487","Rivesaline","Coulis de caramel à la fleur de sel","","Coulis de caramel à la fleur de sel","","","","","","","","","","","","","488","100g","kcal","{""fr"": ""4""}","{}"
"3760090080494","Rivesaline","Chocolat noir au caramel","","Chocolat noir au caramel","","","","","","","","","","","","","559","100g","kcal","{""fr"": ""4""}","{}"
"3760090080500","Rivesaline","Chocolat lait à la crème de caramel","","Chocolat lait à la crème de caramel","","","","","","","","","","","","","542","100g","kcal","{""fr"": ""3""}","{}"
"3760090080517","Rivesaline","Sel fin","","Sel fin","","","","","","","","500 g","500","g","","","","","","{}","{""fr"": ""4""}"
"3760090080524","Rivesaline","Caramel au beurre salé","","Caramel au beurre salé","","","","","","","","","","","","","418","100g","kcal","{""fr"": ""10""}","{}"
"3760090080531","Rives Aline","Caramels tendres à la fleur de sel","","Caramels tendres à la fleur de sel","","","","","","","","","","","","","418","100g","kcal","{""fr"": ""4""}","{}"
"3760090080548","Rivesaline","Fleur de sel naturelle","","Fleur de sel naturelle","","","","","","","","500 g","500","g","","","0","100g","kcal","{""fr"": ""11""}","{}"
"3760090081040","Rivesaline","Salicornes","","Salicornes","","","","","","","","130g nét égoutté","130","g","","","13","100g","kcal","{""fr"": ""15""}","{}"
"3760090081286","Rivesaline","Fleur de sel de l'île de ré    250g net","","Fleur de sel de l'île de ré    250g net","","","","","","","","","","","","","0","100g","kcal","{""fr"": ""3""}","{}"
"3760090081514","","","","","","","","","","","","1 kg","1000","g","","","","","","{""en"": ""3""}","{}"
"3760090081521","Rivesaline","Caramels croustillants","","Caramels croustillants","","","","","","","","","","","","","450","100g","kcal","{""fr"": ""6""}","{}"
"3760090081569","Rivesaline","Fleur de sel","","Fleur de sel","","","","","","","","","","","","","0","100g","kcal","{""fr"": ""16""}","{}"
