"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"0708756003039","","Organic spicy hummus","Organic spicy hummus","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0708756006375","","Organic garlic hummus","Organic garlic hummus","","","","","","","","","","","","30","g","","","","{}","{}"
"0708756010105","Haig's Delicacies","Hummus","Hummus","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"0708756020203","Haig's Delicacies","Hummus","Hummus","","","","","","","","","","","","","","","","","{}","{}"
"0708756030301","Haig's Delicacies","Spicy Hummus","Spicy Hummus","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"0708756040409","Haig's Delicacies","Baba Ghannouge","Baba Ghannouge","","","","","","","","","","","","30","g","","","","{""en"": ""3""}","{}"
"0708756050507","Haig's Delicacies","Spicy hummus","Spicy hummus","","","","","","","","","","","","30","g","","","","{}","{}"
"0708756070703","Haig's Delicacies","Roasted Red Pepper Hummus","Roasted Red Pepper Hummus","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"0708756080801","","Walnut Dip","Walnut Dip","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"0708756090909","HAIG'S DELICACIES","TZATZIKI Greek Yogurt, Cucumber & Dill Dip","TZATZIKI Greek Yogurt, Cucumber & Dill Dip","","","","","","","","","8 oz","226.796185","g","","","160.714285714286","100g","kcal","{""en"": ""14""}","{}"
"0708756215906","","Tzatziki","Tzatziki","","","","","","","","","30 oz","850.48569375","g","","","","","","{}","{""en"": ""3""}"
"0708756430439","Haig's Delicacies","Haig's delicacies, zucchini fritters with tzatziki","Haig's delicacies, zucchini fritters with tzatziki","","","","","","","","","","","","113","","","","","{}","{}"
"0708756440230","Haig's Delicacies","Walnut Baklava","Walnut Baklava","","","","","","","","","","","","85","","","","","{}","{}"
"0708756778081","Haig's","Couscous Almondine Salad","Couscous Almondine Salad","","","","","","","","","","","","140","g","","","","{}","{}"
"0708756880801","Haig's Delicacies","Muhammara","Muhammara","","","","","","","","","","","","","","","","","{}","{}"
"0708756880906","","Spicy Feta Dip","Spicy Feta Dip","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"0708756890103","","Mediterranean Beet Dip","Mediterranean Beet Dip","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0708758001019","No Pudge!","No pudge fat free fudge brownie mix original","No pudge fat free fudge brownie mix original","","","","","","","","","","","","32","","","","","{}","{""en"": ""5""}"
"0708758001033","No Pudge","Fudge brownie mix","Fudge brownie mix","","","","","","","","","","","","32","","","","","{}","{}"
"0708770101001","Tout Feu Tout Frais","Salade à la catalane","Salade à la catalane","","","","","","","","","","","","500","","","","","{}","{}"
"0708805002266","","vitabath bath wash","vitabath bath wash","","","","","","","","","","","","","","","","","{}","{}"
"0708820000094","Meijer","Fire roasted diced tomatoes","Fire roasted diced tomatoes","","","","","","","","","","","","121","g","","","","{}","{}"
"0708820000353","Meijer","Applesauce, Mango Peach","Applesauce, Mango Peach","","","","","","","","","","","","113.398","g","","","","{}","{""en"": ""3""}"
"0708820001336","Frederick's By Meijer","Cookie Dough Brownie","Cookie Dough Brownie","","","","","","","","","","","","50","g","","","","{}","{}"
"0708820001367","Frederick’s","Charcuterie Rolls","Charcuterie Rolls","","","","","","","","","","","","56.0","g","","","","{}","{}"
"0708820001404","Frederik’s","Prosciutto & Provolone Cheese","Prociutto & Provolone Cheese Charcuterie Rolls","","","Prosciutto & Provolone Cheese","","","","","","","","","56","g","","","","{""en"": ""4""}","{}"
"0708820001480","Fredericks","Fredericks Peanut Butter Brownie","Fredericks Peanut Butter Brownie","","","","","","","","","7 oz","198.44666187500002","g","50.0","g","460.0","serving","kcal","{""en"": ""5""}","{}"
"0708820001541","True Goodness by Meijer","Vanilla Yogurt","Vanilla Yogurt","","","","","","","","","","","","170","g","88.23529411764706","serving","kcal","{""en"": ""3""}","{}"
"0708820001565","Frederik’s","Cookies N Crème Brownie","Cookies N Crème Brownie","","","","","","","","","7 oz","198.44666187500002","g","50.0","g","","","","{}","{""en"": ""3""}"
"0708820001664","Meijer","Chicken Breast Portions","Chicken Breast Portions","","","","","","","","","","","","113.3980925","g","","","","{}","{}"
"0708820001671","Meijer","Chicken breast fillets","Chicken breast fillets","","","","","","","","","","","","112","g","","","","{}","{}"
"0708820002593","Frederiks By Meijer","Cinnamon And Brown Sugar Seasoned Pretzels","Cinnamon And Brown Sugar Seasoned Pretzels","","","","","","","","","","","","28","g","","","","{}","{}"
"0708820005068","Meijer","Trail Mix Sweet And Salty","Trail Mix Sweet And Salty","","","","","","","","","","","","35","g","","","","{""en"": ""11""}","{}"
"0708820005372","Meijer","Creatine","Creatine","","","","","","","","","","","","","g","0.0","serving","kcal","{""en"": ""4""}","{}"
"0708820005426","Meijer","Pure granulated sugar","Pure granulated sugar","","","","","","","","","4lbs","1814.36948","g","8.0","g","","","","{""en"": ""3""}","{}"
"0708820007888","Meijer","Trail Mix Power Mix","Trail Mix Power Mix","","","","","","","","","","","","35.0","g","","","","{""en"": ""3""}","{}"
"0708820008175","","Raw brazil nuts","Raw brazil nuts","","","","","","","","","","","","30","g","","","","{}","{}"
