"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"4712308172124","","Fruit rice cake","","Fruit rice cake","","","","","","","","","","","","","50","100g","kcal","{""fr"": ""3""}","{}"
"4712308172148","","Red beans rice cake","","Red beans rice cake","","","","","","","","","","","","","370","100g","kcal","{""fr"": ""3""}","{}"
"4712308172155","","Mixed Moshi","","Mixed Moshi","","","","","","","","","","","","","340","100g","kcal","{""fr"": ""3""}","{}"
"4712308172216","liroy","Pineapple cake","Pineapple cake","","","","","","","","","250g","250.0","g","25.0","g","456","100g","kcal","{""en"": ""3"", ""hr"": ""9""}","{}"
"4712308172285","","Brown sugar mochi","","Brown sugar mochi","","","","","","","","210 g","210","g","","","336","100g","kcal","{""fr"": ""6""}","{}"
"4712308172292","","Red bean mochi","","Red bean mochi","","","","","","","","210 g","210","g","","","","","","{""fr"": ""10""}","{}"
"4712308172308","CHINESE PRODUCTS","Taro Mochi","","Taro Mochi","","","","","","","","","","","","","339","100g","kcal","{""fr"": ""3""}","{}"
"4712308172315","","Green tea mochi","","Green tea mochi","","","","","","","","210 g","210","g","","","340","100g","kcal","{""fr"": ""15""}","{}"
"4712308172322","","Mochi butter nut","","Mochi butter nut","","","","","","","","","","","","","380","100g","kcal","{""fr"": ""7""}","{}"
"4712308172339","","Sesame moshi","","Sesame moshi","","","","","","","","210 g","210","g","","","","","","{}","{""fr"": ""8""}"
"4712308830772","Xinyiyu","Spiced Croaker","Spiced Croaker","","","","","","","","","","","","50.0","g","","","","{}","{}"
"4712308830970","新宜興","水煮鮪魚片","","","","","","","","","","","","","50.0","g","","","","{}","{}"
"4712308832219","China Brand","Tuna chunks in brine","","","Tuna chunks in brine","","","","","","","","","","","","","","","{}","{}"
"4712308834381","Long Yuh","Poached Mackerel","Poached Mackerel","","","","","","","","","","","","57.5","g","","","","{""en"": ""3""}","{}"
"4712318890629","Yummy","Yummy Boiled Salt Duck Egg Retorted","Yummy Boiled Salt Duck Egg Retorted","","","","","","","","","","","","55","g","","","","{}","{}"
"4712318891626","Peedan preserved egg","Peedan Preserved Egg","Peedan Preserved Egg","","","","","","","","","","","","55.0","g","","","","{}","{}"
"4712324082384","Fabrica Tortilla","6&quot; Tortilla","6&quot; Tortilla","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"4712324084159","Fabrica Tortilla","8&quot; Flour Tortilla","8&quot; Flour Tortilla","","","","","","","","","","","","43","g","262.790697674419","100g","kcal","{}","{}"
"4712324088546","Fabrica Tortilla","Pita Bread","Pita Bread","","","","","","","","","","","","70","g","","","","{}","{}"
"4712345678993","","Miel de fleur sauvage","","Miel de fleur sauvage","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"4712347001188","","Flavoured black rice","","Flavoured black rice","","","","","","","","","","","","","493","100g","kcal","{""fr"": ""3""}","{}"
"4712364551079","拾參碗","一等有機白米","","","","","","","","","","","","","100.0","g","","","","{}","{}"
"4712377111116","正福堂","Crisp Cookies-Original","Crisp Cookies-Original","","","","","","","","","175G(6.17OZ)","175","g","","","","","","{}","{""en"": ""14"", ""zh"": ""10""}"
"4712378104988","","","","","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"4712378127741","忘憂小廚","香滷牛肚絲","","","","","","","","","","","","","120.0","g","","","","{}","{}"
"4712390130491","","Fried Shallot","","Fried Shallot","","","","","","","","","","","","","","","","{""fr"": ""3""}","{}"
"4712391020197","เทียนซู, TIAN SU BRAND","","","","","","","","","","","","","","30.0","g","","","","{""en"": ""3"", ""th"": ""13""}","{}"
"4712397000216","","cracka","cracka","","","","","","","","","500 g","500","","","","","","","{}","{""en"": ""3""}"
"4712397000261","美可","Mico French Cookies (Small Family Pack)","Mico French Cookies (Small Family Pack)","","","","","","","","","","","","","","","","","{}","{""en"": ""11"", ""zh"": ""6""}"
"4712453001157","Kins cook","Green Onion Pancake","Green Onion Pancake","","","","","","","","","","","","120.0","g","","","","{}","{}"
"4712453001164","King's Cook","onion pancake","Crispy Green Onion Pancake","onion pancake","","","","","","","","600 g","600.0","g","120.0","g","","","","{""en"": ""8"", ""fr"": ""3""}","{}"
"4712453001171","King's Cook","Clay Oven Sesame Rolls","Clay Oven Sesame Rolls","","","","","","","","","","","","90.0","g","","","","{}","{}"
"4712453002888","IKEA","Beef & Cheese Burrito","Beef & Cheese Burrito","","","","","","","","","","","","135","g","","","","{}","{}"
"4712453004530","金品","手工烙餅","","","","","","","","","","","","","120.0","g","","","","{}","{}"
"4712453010272","","Red quinoa green onion pancake","","Red quinoa green onion pancake","","","","","","","","","","","","","303.33333333333","100g","kcal","{""fr"": ""3""}","{}"
"4712466023108","","","","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"4712470828409","Smart Energy","Whey Protien","Whey Protien","","","","","","","","","907 g","907.0","g","35.0","g","","","","{""en"": ""3""}","{}"
"4712487618949","PX","Chinese Pear","Chinese Pear","","","","","","","","","","","","46.5","g","","","","{}","{}"
"4712501650283","EDEKA","Leinsamen","Leinsamen","","","","","","","","","","","","100","","","","","{}","{}"
"4712511243123","","Cafe Latte","","Cafe Latte","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"4712511243871","","Matcha pearl milk tea","Matcha pearl milk tea","","","","","","","","","","","","78","g","","","","{}","{""en"": ""3""}"
"4712511941791","Aiken","Azuki bean drink","Azuki bean drink","","","","","","","","","","","","265.0","g","","","","{}","{}"
"4712511941838","","Eau Hatomugi","","Eau Hatomugi","","","","","","","","","","","","","4.2","100g","kcal","{""fr"": ""3""}","{}"
"4712514008286","萬品","蛋餅片","","","","","","","","","","","","","50","g","206.0","serving","kcal","{}","{}"
"4712523800079","Mosa","Sahnekapseln","","","Sahnekapseln","","","","","","","1pcs","0","","","","","","","{}","{}"
"4712542000405","Yamachu","WASABI","","WASABI","","","","","","","","45g","45","g","","","","","","{}","{""fr"": ""14""}"
"4712548562723","","Mozzarella di Bufala Campana DOP","","","","Mozzarella di Bufala Campana DOP","","","","","","","","","","","","","","{}","{""it"": ""3""}"
"4712548562754","","Mozzarella di Bufala","","","","Mozzarella di Bufala","","","","","","","","","","","","","","{}","{""it"": ""3""}"
"4712551680384","Skylark International","Tienxi, Burdock Tea","Tienxi, Burdock Tea","","","","","","","","","","","","5","g","","","","{}","{}"
"4712560166480","","","","","","","","","","","","","","","","","","","","{}","{""es"": ""3""}"
"4712560218752","Effi","Effi confiture fraises","","Effi confiture fraises","","","","","","","","325 g","325","g","","","","","","{}","{""fr"": ""5""}"
"4712560246496","","Petits cornichons","","Petits cornichons","","","","","","","","","","","","","15","100g","kcal","{""fr"": ""4""}","{}"
"4712560298297","Hellmann's","","","","","","","","","","","","","","","","","","","{}","{""es"": ""4""}"
"4712560388677","Sorli","Mostassa","","","","","","","","","","","","","","","75","100g","kcal","{""es"": ""3""}","{}"
"4712560403523","Knorr","Knorr Suppenliebe Rindfleisch Suppe","","","Knorr Suppenliebe Rindfleisch Suppe","","","","","","","750 ml","750.0","ml","250.0","ml","35","100ml","kcal","{""de"": ""4""}","{}"
"4712564082205","Knorr","Marmite fond de veau","","Marmite fond de veau","","","","","","","","4 x 28 g","112","g","","","22","100g","kcal","{""fr"": ""4""}","{}"
"4712568910214","李金生","西港麻油乾拌細麵","","","","","","","","","","","","","100","g","","","","{""zh"": ""3""}","{}"
"4712572801188","東森購物","Multigrain With Nuts /Slightly Sweet","Multigrain With Nuts /Slightly Sweet","","","","","","","","","","","","30","","","","","{}","{""en"": ""3""}"
"4712577201143","","Buraki gotowane","Buraki gotowane","","","","","","","","","","","","100","g","","","","{}","{}"
"4712584109067","","Mini cornichons","","Mini cornichons","","","","","","","","","","","","","15","100g","kcal","{""fr"": ""4""}","{}"
"4712584151615","Elephant","Elephant verveine menthe bio","","Elephant verveine menthe bio","","","","","","","","","","","","","4","100g","kcal","{""fr"": ""4""}","{}"
"4712584246526","Maille","l'original cornichons extra-fins","","l'original cornichons extra-fins","","","","","","","","","","","","","15","100g","kcal","{""fr"": ""4""}","{}"
"4712584361861","","Aurélie Dupros","","Aurélie Dupros","","","","","","","","","","","","","101","100g","kcal","{""fr"": ""3""}","{}"
"4712586000010","Yi-Feng","中筋面粉","中筋面粉","","","","","","","","","500g","500","g","","","","","","{""en"": ""3""}","{}"
"4712586000027","Japanische","Kartoffelstärke","","","Kartoffelstärke","","","","","","","1pcs","0","","","","","","","{}","{}"
"4712586000102","","Red Bean","Red Bean","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"4712586000492","","Starch Balls","","Starch Balls","","","","","","","","9 oz","255.145708125","g","","","248","100g","kcal","{""fr"": ""3""}","{}"
"4712586001062","Yi-Fwng","Mung Bean Powder","","","Mung Bean Powder","","","","","","","200g","200","g","","","","","","{}","{}"
"4712586001086","Yuan-Yi","Black Sesame Powder","Black Sesame Powder","","","","","","","","","","","","30","g","","","","{}","{}"
"4712586002236","","Sliced Noodles","Sliced Noodles","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"4712586002243","Yi-Feng Food","Kuan Miao Noodles","Kuan Miao Noodles","","","","","","","","","","","","100","g","","","","{}","{}"
"4712586002267","Yi-Feng Foodn Co","Kuan miao noodles","Kuan miao noodles","","","","","","","","","","","","80.0","g","","","","{""en"": ""3""}","{}"
"4712586006661","Red Leaf","Sliced noodles","Sliced noodles","","","","","","","","","","","","75","g","","","","{}","{}"
