product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
2956451,5907796200940,,"[""Buchweizenhonig (polnisch)""]",0,,,,,,,,{},{}
2956452,5907796201374,,"[""Prunes enrobées au chocolat""]",,,,,,,g,"{""0"": 369.8, ""1"": 11.0, ""2"": 6.7, ""3"": 66.0, ""4"": 61.0, ""6"": 1.7, ""7"": 0.001, ""8"": 400.0}","{""fr"": ""4""}",{}
2956453,5907796201381,,"[""Śliwka korzenna w czekoladzie""]",,,,,,,g,"{""0"": 372.6, ""1"": 11.0, ""2"": 5.8, ""3"": 66.0, ""4"": 60.0, ""6"": 2.4, ""7"": 0.01, ""8"": 4000.0}","{""fr"": ""3""}",{}
2956454,5907796201503,,"[""Bonbon au lait polonais""]",,,,,,,g,"{""0"": 389.7, ""1"": 3.7, ""2"": 2.6, ""3"": 84.0, ""4"": 84.0, ""6"": 5.1, ""7"": 0.17, ""8"": 68000.0}","{""fr"": ""3""}",{}
2956455,5907796202760,Krakowski Kredens,"[""Czekolada mleczna z zurawina""]",,,,,,,g,"{""0"": 546.36, ""1"": 35.0, ""2"": 21.0, ""3"": 51.0, ""4"": 49.0, ""6"": 6.84, ""7"": 0.2, ""8"": 80000.0}","{""fr"": ""4""}",{}
2956456,5907796207598,,"[""Galaretek w czekoladzie""]",,,,,,,g,"{""0"": 339.6, ""1"": 6.4, ""2"": 4.0, ""3"": 69.0, ""4"": 62.0, ""6"": 1.5, ""7"": 0.02, ""8"": 8000.0}","{""fr"": ""4""}",{}
2956457,5907796314128,,"[""Chleb kurpiowski""]",,,,,28.0,g,g,"{""0"": 242.3, ""1"": 1.3, ""2"": 0.3, ""3"": 48.7, ""4"": 0.8, ""5"": 2.9, ""6"": 7.5, ""7"": 3.5, ""8"": 1400000.0}",{},{}
2956458,5907796373064,,"[""Kaszanka po świniobiciu  smak tradycji""]",,,,,,,,,{},"{""pl"": ""3""}"
2956459,5907796672679,Garzko Slodko,"[""Nasiona Chia""]",,,,,,,g,"{""0"": 486.0, ""1"": 30.7, ""2"": 3.33, ""3"": 42.1, ""4"": 3.5, ""5"": 34.4, ""6"": 16.54, ""7"": 0.04, ""8"": 16000.0}",{},{}
2956460,5907796672693,Gorzko słodko,"[""Nasiona Chia""]",,,,,15.0,g,g,"{""0"": 582.2, ""1"": 31.0, ""2"": 3.3, ""3"": 42.1, ""4"": 0.0, ""5"": 34.4, ""6"": 16.5}","{""pl"": ""3""}",{}
2956461,5907796696026,Kraina Miles,"[""Mieso X Uda Kurczaka""]",,,,,,,g,"{""0"": 126.0, ""1"": 6.0, ""3"": 0.0, ""6"": 18.0}",{},{}
