"code","brands","product_name","product_name_en","product_name_fr","product_name_de","product_name_it","generic_name","generic_name_en","generic_name_fr","generic_name_it","generic_name_hr","quantity","product_quantity","product_quantity_unit","serving_quantity","serving_quantity_unit","energy_kcal_value","energy_kcal_basis","energy_kcal_unit","image_1","image_2"
"0033383310657","","Sweet cherries","Sweet cherries","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0033383310701","","Rainier Cherries","Rainier Cherries","","","","","","","","","2 lbs","2000","","","","","","","{}","{""en"": ""5""}"
"0033383311944","","Orange","","Orange","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"0033383320106","","Prunes","","Prunes","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"0033383323008","Qualiplus","Nectarine","","Nectarine","","","","","","","","907 g","907","","","","","","","{}","{""fr"": ""8""}"
"0033383323114","Summertime Fresh","Nectarine Bag","Nectarine Bag","","","","","","","","","","","","","","","","","{}","{}"
"0033383400105","","Sweet golden pineapple","Sweet golden pineapple","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0033383401003","","kiwi","","kiwi","","","","","","","","","","","","","","","","{}","{""fr"": ""5""}"
"0033383401096","","","","","","","","","","","","","","","","","","","","{}","{""en"": ""4""}"
"0033383401164","Jingold","Golden Kiwi","Golden Kiwi","","","","","","","","","454 g","454","g","75","g","","","","{}","{}"
"0033383401454","Del Monte Quality","Avocat Hass","","Avocat Hass","","","","","","","","5 avocats","0.0","","1000","g","","","","{}","{""fr"": ""7""}"
"0033383401508","","Bag of Avocados","Bag of Avocados","Avocats","","","","","","","","5","0","","","","","","","{}","{""en"": ""9"", ""fr"": ""6""}"
"0033383401522","","Avocado","","Avocado","","","","","","","","","","","","","","","","{""fr"": ""3""}","{}"
"0033383401546","","Avocados","Avocados","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0033383401553","","Organic Hemp Protein","Organic Hemp Protein","","","","","","","","","16 oz","453.59237","","","","","","","{""en"": ""6""}","{}"
"0033383401577","","Hass Avocados Small","Hass Avocados Small","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0033383401584","Mission","Avocat","Avocat","","","","","","","","","","","","","","","","","{""en"": ""6""}","{}"
"0033383401591","BONO","Organic Avocado","Organic Avocado","Avocados","","","","","","","","16","0","","","","","","","{""fr"": ""8""}","{}"
"0033383401614","","Avacados","Avacados","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0033383402109","","Box of Red Mangoes","Box of Red Mangoes","","","","","","","","","2 kg","2000","","","","","","","{}","{}"
"0033383402406","DMC Farms Inc","Watermelons - Seedless","","Watermelons - Seedless","","","Watermelons - Seedless","","Watermelons - Seedless","","","","","","154","g","","","","{""fr"": ""3""}","{}"
"0033383402420","","Seeded watermelon","Seeded watermelon","","","","","","","","","","","","","","","","","{}","{""en"": ""3""}"
"0033383402437","","","","","","","","","","","","","","","","","","","","{""en"": ""3""}","{}"
"0033383402567","","Case of Turkish Bursa Black Figs","Case of Turkish Bursa Black Figs","","","","","","","","","","","","","","","","","{}","{}"
"0033383435558","","","","","","","","","","","","","","","","","","","","{""en"": ""4""}","{}"
"0033383440897","","Apples","","Apples","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"0033383441238","","Pomme","","Pomme","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"0033383443225","Caron","Pomme paulared","Pomme paulared","","","","","","","","","","","","138","g","","","","{}","{}"
"0033383443287","","Basket of Paula Red Apples","Basket of Paula Red Apples","","","","","","","","","3 L","3000","","","","","","","{}","{}"
"0033383443560","Vergers Jodoin","Spartan Apple","Spartan Apple","","","","","","","","","2,72 kg","2720","g","150","g","","","","{""en"": ""4""}","{}"
"0033383445205","Country Magic","Blueberries","Blueberries","","","","","","","","","","","","","","","","","{}","{}"
"0033383445229","Ferme François Blouin, Country Magic","Blueberries","Blueberries","","","","","","","","","551 ml","551","ml","","","","","","{}","{""bg"": ""12""}"
"0033383445236","Country Magic","Blueberries","Blueberries","","","","","","","","","","","","","","","","","{}","{}"
"0033383445908","","Ontario Blue Graies","","Ontario Blue Graies","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"0033383445939","","Basket of Hayward Kiwis","Basket of Hayward Kiwis","Kiwis Hayward","","","","","","","","907 g","907","","","","","","","{}","{""fr"": ""8""}"
"0033383445953","","Pêches Panier 3 L","","Pêches Panier 3 L","","","","","","","","","","","","","","","","{}","{""en"": ""5"", ""fr"": ""3""}"
"0033383446264","NIAGARA BRAND","Yellow plums","ONTARIO YELLOW PLUMS","Yellow plums","","","","","","","","","","","","","","","","{""fr"": ""6""}","{}"
"0033383446509","","Blue Plums","","Blue Plums","","","","","","","","","","","","","","","","{}","{""fr"": ""3""}"
"0033383449814","","Betterave","","Betterave","","","","","","","","","","","","","","","","{}","{""fr"": ""7""}"
"0033383449838","","Betteraves","","Betteraves","","","","","","","","","","","","","","","","{}","{""fr"": ""8""}"
"0033383449845","Canada","Betterave","Beets","Betterave","","","","","","","","","","","68","g","","","","{}","{""fr"": ""3""}"
"0033383449876","","Brussels sprouts","Brussels sprouts","Brussels sprouts","","","","","","","","","","","","","","","","{}","{}"
"0033383450056","","Carottes","","Carottes","","","","","","","","","","","","","","","","{""fr"": ""6""}","{}"
"0033383450377","Queen Victoria,Ippolito Fruit & Produce","Boston Lettuce","Boston Lettuce","","","","","","","","","","","","","","","","","{}","{""en"": ""4""}"
