product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
1731636,3274664069025,Milka,"[""Glace Milka mini vanille amande caramel""]",,,,,39.0,g,g,"{""0"": 357.4000000000001, ""1"": 22.8, ""2"": 14.4, ""3"": 33.5, ""4"": 31.4, ""5"": 1.3, ""6"": 3.9, ""7"": 0.23, ""8"": 92000.0, ""9"": 110673.62237060501, ""11"": 155.030088511149, ""12"": 1666470.1357014899, ""13"": 1392.32116809082, ""14"": 35947.7776195272, ""15"": 212.491618035889, ""16"": 120164.811446126, ""17"": 235698.31714782698, ""18"": 5789962.81311035, ""19"": 603.265251424154, ""20"": 1373314.56030273, ""21"": 4160447.9858398405, ""22"": 160.13579200235998, ""23"": 3656214.30969238, ""24"": 2740545.41015625, ""25"": 776.0483307902019, ""26"": 5139607.517903649, ""27"": 2783.6217915242496, ""29"": 9669944.88728841, ""30"": 256.14511220296197, ""31"": 504.64093058268196}","{""fr"": ""4""}",{}
1731637,3274664069056,"Oasis, froneri","[""Oasis Vanille Pêche Framboise""]",,,,,,,g,"{""0"": 111.8, ""1"": 2.2, ""2"": 1.9, ""3"": 22.3, ""4"": 21.1, ""6"": 0.7, ""7"": 0.07, ""8"": 28000.0}","{""fr"": ""4""}",{}
1731638,3274664069063,Oasis,"[""Oasis coeur fruité""]",,,,,,,g,"{""0"": 125.3, ""1"": 0.5, ""2"": 0.1, ""3"": 29.7, ""4"": 27.7, ""6"": 0.5, ""7"": 0.03, ""8"": 12000.0}","{""fr"": ""4""}",{}
1731639,3274664069070,Oasis,"[""Coeur fruité Tropical Framboise Oasis""]",,,,,,,g,"{""0"": 125.3, ""1"": 0.5, ""2"": 0.1, ""3"": 29.7, ""4"": 25.4, ""6"": 0.5, ""7"": 0.012, ""8"": 4800.0}","{""fr"": ""4""}",{}
1731640,3274664072872,Milka,"[""Glace milka""]",1760,ml,1760.0,ml,,,ml,"{""0"": 339.4, ""1"": 20.2, ""2"": 15.4, ""3"": 35.4, ""4"": 27.9, ""6"": 4.0, ""7"": 0.18, ""8"": 72000.0}","{""fr"": ""3""}",{}
1731641,3274664084745,Milka,"[""Milka chocolate & vanilla""]",,,,,,,g,"{""0"": 348.2, ""1"": 23.0, ""2"": 17.0, ""3"": 32.0, ""4"": 31.0, ""6"": 3.3, ""7"": 0.21, ""8"": 84000.0}","{""fr"": ""4""}",{}
1731642,3274664084752,Daim,"[""DAIM""]",,,,,,,g,"{""0"": 349.2, ""1"": 22.0, ""2"": 15.0, ""3"": 35.0, ""4"": 33.0, ""6"": 2.8, ""7"": 0.21, ""8"": 84000.0}","{""fr"": ""4""}",{}
1731643,3274664084769,Oreo,"[""Glace oreo bâtonnet""]",,,,,,,g,"{""0"": 328.0, ""1"": 20.0, ""2"": 13.0, ""3"": 37.0, ""4"": 28.0, ""6"": 0.0, ""7"": 0.33, ""8"": 132000.0}","{""fr"": ""4""}",{}
1731644,3274664086794,,"[""Creme glacee chocolat""]",512,g,512.0,g,,,,,{},"{""fr"": ""9""}"
1731645,3274664088002,pilpa,"[""Max mini""]",287.5,g,287.5,g,,,g,"{""0"": 301.6, ""1"": 18.0, ""2"": 12.0, ""3"": 32.0, ""4"": 29.0, ""6"": 2.9, ""7"": 0.39, ""8"": 156000.0}","{""fr"": ""4""}",{}
1731646,3274664088064,Nestlé,"[""Barre Glacée Crunch""]",,,,,,,,,{},{}
1731647,3274664099046,Nestlé,"[""Buche Pistache Framboise - éclats de pistache"", ""Buche Nestlé Signature Pistache""]",511,g,511.0,g,,,g,"{""0"": 231.20000000000002, ""1"": 11.0, ""2"": 5.0, ""3"": 29.7, ""4"": 25.5, ""5"": 0.7, ""6"": 3.0, ""7"": 0.07, ""8"": 28000.0}","{""fr"": ""12""}",{}
1731648,3274664099053,"Nestlé, Froneri","[""Signature grand chocolat"", ""Grand chocolat""]",500,g,500.0,g,,,g,"{""0"": 183.5, ""1"": 7.5, ""2"": 4.4, ""3"": 25.7, ""4"": 21.8, ""6"": 3.3, ""7"": 0.14, ""8"": 56000.0}","{""en"": ""5"", ""fr"": ""6""}",{}
1731649,3274664099060,Nestlé,"[""Buche glacé""]",,,,,,,g,"{""0"": 168.70000000000002, ""1"": 3.5, ""2"": 1.4, ""3"": 33.1, ""4"": 27.9, ""6"": 1.2, ""7"": 0.09, ""8"": 36000.0}","{""fr"": ""4""}",{}
1731650,3274664099077,Nestlé,"[""Signature cassis vanille""]",500,g,500.0,g,,,g,"{""0"": 161.5, ""1"": 4.3, ""2"": 2.3, ""3"": 29.4, ""4"": 26.6, ""6"": 1.3, ""7"": 0.1, ""8"": 40000.0}","{""fr"": ""9""}",{}
1731651,3274664099084,Nestlé,"[""buche tout chocolat""]",512,g,512.0,g,,,g,"{""0"": 275.9, ""1"": 16.7, ""2"": 9.3, ""3"": 28.2, ""4"": 24.1, ""6"": 3.2, ""7"": 0.12, ""8"": 48000.0}","{""fr"": ""15""}",{}
1731652,3274664099091,Nestlé,"[""Macaron caramel""]",508.0,g,508.0,g,63.5,g,g,"{""0"": 261.9, ""1"": 13.9, ""2"": 7.3, ""3"": 32.0, ""4"": 27.2, ""5"": 0.2, ""6"": 2.1, ""7"": 0.38, ""8"": 152000.0, ""9"": 23858.57421875, ""11"": 1188916.015625, ""12"": 2990771.484375, ""13"": 5175781.25, ""14"": 2818.96484375, ""15"": 3045205.078125, ""16"": 15466.69921875, ""17"": 28826.328125, ""18"": 1929794.921875, ""19"": 7585644.53125, ""20"": 2692974.609375, ""21"": 6632080.078125, ""22"": 4064892.578125, ""23"": 7559082.03125, ""24"": 5732714.84375, ""25"": 125.4638671875, ""26"": 2605517.578125, ""27"": 6997314.453125, ""29"": 3132031.25, ""30"": 2545800.78125, ""31"": 5736816.40625}","{""fr"": ""20""}",{}
1731653,3274664099107,Nestlé,"[""Façon fraisier - sorbet et sauce fraise intense"", ""Buche Nestlé Signature""]",495,g,495.0,g,,,g,"{""0"": 166.9, ""1"": 3.9, ""2"": 2.0, ""3"": 31.7, ""4"": 26.6, ""5"": 0.5, ""6"": 1.0, ""7"": 0.08, ""8"": 32000.0, ""9"": 14362.2068376435, ""11"": 1360223.3108139099, ""12"": 4155531.3240814097, ""13"": 7897151.58749397, ""14"": 3889.0407571808, ""15"": 5663817.26751345, ""16"": 10483.5508154298, ""17"": 41313.5003392909, ""18"": 3591646.09344788, ""19"": 5702986.2942352705, ""20"": 8903691.75390642, ""21"": 4040716.82834629, ""22"": 1628626.94524384, ""23"": 1077319.19759369, ""24"": 2798397.99560549, ""25"": 11127.378468566902, ""26"": 4798055.87158211, ""27"": 6387500.1584167695, ""29"": 2060054.2180534399, ""30"": 4866421.00578309, ""31"": 4761133.90556338}","{""fr"": ""13""}",{}
1731654,3274664099114,Nestlé,"[""Buche prem coco anan cit500g""]",500,g,500.0,g,,,g,"{""0"": 188.4, ""1"": 5.8, ""2"": 4.2, ""3"": 33.0, ""4"": 27.0, ""5"": 0.7, ""6"": 0.7, ""7"": 0.08, ""8"": 32000.0}","{""fr"": ""15""}",{}
1731655,3274664099121,Nestlé,"[""Chocolat Lait Passion""]",,,,,,,g,"{""0"": 260.1, ""1"": 12.9, ""2"": 6.9, ""3"": 33.8, ""4"": 29.2, ""6"": 2.2, ""7"": 0.12, ""8"": 48000.0}","{""fr"": ""4""}",{}
1731656,3274664099138,Nestlé,"[""Signature Praline Citron""]",,,,,,,g,"{""0"": 270.0, ""1"": 15.6, ""2"": 7.3, ""3"": 29.6, ""4"": 26.3, ""6"": 2.8, ""7"": 0.15, ""8"": 60000.0}","{""fr"": ""4""}",{}
1731657,3274664099145,Nestlé,"[""Signature Caramel Poire Williams"", ""Crème glacée au caramel, aromatisée et fleur de sel de Guérande, sorbet poire Williams, aromatisé 26,3%, enrobage caramel et poire Williams, aromatisé 9%, sauce caramel et poire Williams, aromatisée 3%, pâte de biscuits et crêpes dentelle 3%, pépites à la poire 2%, plaquette de chocolat blanc mipression cacao en décor 0,4%.""]",,,,,,,g,"{""0"": 190.79999999999998, ""1"": 6.0, ""2"": 3.5, ""3"": 32.8, ""4"": 27.2, ""6"": 1.4, ""7"": 0.24, ""8"": 96000.0}","{""fr"": ""4""}",{}
1731658,3274664099152,Nestlé,"[""Fraise marc de champagne""]",,,,,,,g,"{""0"": 235.6, ""1"": 12.0, ""2"": 7.3, ""3"": 29.5, ""4"": 25.4, ""6"": 2.4, ""7"": 0.15, ""8"": 60000.0}","{""fr"": ""4""}",{}
1731659,3274664099169,Pilpa,"[""Etonnante coco chocolat""]",,,,,,,g,"{""0"": 238.3, ""1"": 13.5, ""2"": 11.0, ""3"": 26.5, ""4"": 21.6, ""6"": 2.7, ""7"": 0.1, ""8"": 40000.0}","{""fr"": ""11""}",{}
1731660,3274664099176,Pilpa,"[""Bûche chocolat pistache""]",,,,,,,g,"{""0"": 196.5, ""1"": 8.5, ""2"": 6.1, ""3"": 27.0, ""4"": 23.3, ""6"": 3.0, ""7"": 0.1, ""8"": 40000.0}","{""fr"": ""16""}",{}
1731661,3274664099183,Pilpa,"[""Bûche glacée Pêche Abricot"", ""Bûche glace à la vanille 46%, sorbet pêche, aromatisé 23,5%, sorbet abricot, aromatisé 23,5%, sauce abricot, aromatisée 5,5%, décor : pépites aux fruits de la passion, aromatisées 1,1%, plaquette de chocolat blanc 0,4%""]",547,g,547.0,g,,,g,"{""0"": 153.2, ""1"": 4.0, ""2"": 3.5, ""3"": 28.3, ""4"": 24.3, ""6"": 1.0, ""7"": 0.09, ""8"": 36000.0}","{""fr"": ""9""}",{}
