product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
3547741,8051770851158,"Selezione Per Te, Unicomm","[""Mozzarella per pizza""]",400,g,400.0,g,,,g,"{""0"": 236.0, ""1"": 18.0, ""2"": 13.0, ""3"": 0.5, ""4"": 0.5, ""6"": 18.0, ""7"": 1.4, ""8"": 560000.0}","{""it"": ""3""}",{}
3547742,8051770851172,"Selezione Per Te, Unicomm","[""Scamorza affumicata tradizione in tavola""]",250,g,250.0,g,,,g,"{""0"": 315.0, ""1"": 25.0, ""2"": 17.0, ""3"": 0.5, ""4"": 0.5, ""6"": 22.0, ""7"": 1.0, ""8"": 400000.0}","{""fr"": ""3""}",{}
3547743,8051770851196,"Selezione Per Te, Unicomm","[""Scamorza bianca tradizione in tavola""]",250,g,250.0,g,,,g,"{""0"": 315.0, ""1"": 25.0, ""2"": 16.0, ""3"": 0.5, ""4"": 0.5, ""6"": 22.0, ""7"": 1.5, ""8"": 600000.0}","{""fr"": ""3""}",{}
3547744,8051770851639,"Silvia, Unicomm","[""Pomodori Pelati""]",,,,,,,g,"{""0"": 114.0, ""1"": 6.0, ""2"": 6.0, ""3"": 6.0, ""4"": 6.0, ""5"": 6.0, ""6"": 6.0, ""7"": 6.0, ""8"": 2400000.0}","{""fr"": ""3""}",{}
3547745,8051770851646,,"[""PomodorIGPelati""]",,,,,,,g,"{""0"": 18.2, ""1"": 0.0, ""2"": 0.0, ""3"": 3.0, ""4"": 3.0, ""5"": 0.9, ""6"": 1.1}","{""fr"": ""3""}",{}
3547746,8051770851660,"Silvia, Unicomm","[""Polpa di pomodoro""]",,,,,,,g,"{""0"": 16.400000095367602, ""1"": 0.0, ""2"": 0.0, ""3"": 3.0, ""4"": 3.0, ""6"": 1.1000000238419}","{""it"": ""3""}",{}
3547747,8051770851707,"Silvia, Unicomm","[""Silvia passata di pomodoro""]",,,,,,,g,"{""0"": 321.0, ""1"": 6.0, ""2"": 6.0, ""3"": 6.0, ""4"": 6.0, ""5"": 1.5, ""6"": 60.0, ""7"": 0.3, ""8"": 120000.0}","{""it"": ""3""}",{}
3547748,8051770851714,,"[""borlotti silvia""]",,,,,,,,,"{""it"": ""3""}",{}
3547749,8051770851721,"Silvia, Unicomm","[""fagioli bianchi spagna""]",,,,,,,g,"{""0"": 85.90000027418122, ""1"": 0.69999998807907, ""2"": 0.0, ""3"": 14.0, ""4"": 0.0, ""6"": 5.9000000953674, ""7"": 0.7, ""8"": 280000.0}","{""it"": ""3""}",{}
3547750,8051770851738,,"[""cannellini silvia""]",,,,,,,,,"{""it"": ""3""}",{}
