product_index,code,brands,name_candidates,product_quantity,product_quantity_unit,package_quantity,package_quantity_unit,serving_quantity,serving_quantity_unit,nutrition_basis_unit,nutrition,image_1,image_2
2914216,5712873610648,Finton's Bakery,"[""Crispy Crusties""]",,,,,100.0,g,g,"{""0"": 528.0, ""1"": 31.0, ""2"": 23.0, ""3"": 50.0, ""4"": 35.0, ""6"": 10.0, ""7"": 0.315, ""8"": 126000.0, ""20"": 0.0, ""26"": 0.0}",{},{}
2914217,5712873610662,Salling,"[""Crispy Munchies""]",,,,,100.0,g,g,"{""0"": 528.0, ""1"": 31.0, ""2"": 23.0, ""3"": 50.0, ""4"": 35.0, ""6"": 10.0, ""7"": 0.315, ""8"": 126000.0}",{},{}
2914218,5712873614172,Øgo,"[""Økologisk koldpresset rapsolie"", ""Rapsolie""]",500.0,ml,500.0,ml,1.0,g,g,"{""0"": 900.0, ""1"": 100.0, ""2"": 70.0, ""3"": 0.0, ""4"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0}","{""da"": ""4""}",{}
2914219,5712873615452,Netto,"[""Tørsaltet Røget Mørbrad""]",,,,,,,g,"{""0"": 102.0, ""1"": 3.2, ""2"": 1.2, ""3"": 0.0, ""4"": 0.0, ""6"": 18.0, ""7"": 2.7525, ""8"": 1101000.0}",{},{}
2914220,5712873623334,Bertagni 1882 S.p.A,"[""Salling Tortelloni - braiseret oksekød og skinke""]",,,,,250.0,g,g,"{""0"": 279.0, ""1"": 7.8, ""2"": 2.8, ""3"": 39.0, ""4"": 0.9, ""6"": 12.0}","{""da"": ""3""}",{}
2914221,5712873623358,Salling,"[""Salling Ricotta & Spinach Tortelloni""]",,,,,100.0,g,g,"{""0"": 267.0, ""1"": 7.6, ""2"": 3.4, ""3"": 38.0, ""4"": 3.3, ""6"": 10.0, ""7"": 3.0, ""8"": 1200000.0}","{""en"": ""4""}",{}
2914222,5712873630103,K-Classic,"[""Gurkensticks""]",,,,,,,g,"{""0"": 42.5, ""1"": 0.5, ""2"": 0.1, ""3"": 8.8, ""4"": 8.6, ""6"": 0.7, ""7"": 1.2, ""8"": 480000.0}","{""de"": ""8""}",{}
2914223,5712873630134,"Harvest Best, J. & W. Stollenwerk","[""Junge Erbsen mit Möhren, fein""]",420,g,420.0,g,,,,,{},"{""de"": ""9""}"
2914224,5712873630172,Harvest Best,"[""Junge Erbsen""]",660,g,660.0,g,,,,,{},"{""de"": ""5""}"
2914225,5712873630196,"Harvest Best, Netto","[""Grünkohl im Glas, grob geschnitten""]",420,g,420.0,g,,,g,"{""0"": 25.9, ""1"": 0.7, ""2"": 0.1, ""3"": 1.7, ""4"": 0.5, ""6"": 3.2}","{""de"": ""5""}",{}
2914226,5712873630219,Harwest Best,"[""Rote Beete Scheiben""]",430,g,430.0,g,,,g,"{""0"": 50.6, ""1"": 0.2, ""2"": 0.1, ""3"": 10.8, ""4"": 10.1, ""6"": 1.4, ""7"": 0.9, ""8"": 360000.0}","{""de"": ""3""}",{}
2914227,5712873630233,"Harvest Best, Netto","[""Schlachtekraut mit Karotte, Speck & Schmalz im Glas""]",550,g,550.0,g,,,g,"{""0"": 43.5, ""1"": 1.5, ""2"": 0.8, ""3"": 6.4, ""4"": 3.2, ""6"": 1.1}",{},{}
2914228,5712873630264,Harvest Best,"[""Schwarzwurzeln""]",530,g,530.0,g,,,g,"{""0"": 24.9, ""1"": 0.1, ""3"": 4.7, ""4"": 2.0, ""6"": 1.3}","{""de"": ""3""}",{}
2914229,5712873630288,Harvest Best,"[""Brechbohnen""]",660,g,660.0,g,,,,,{},{}
2914230,5712873630509,"Harvest Best, Harvest Best Netto, Netto","[""Delikatess Rotkohl im Glas""]",650,g,650.0,g,,,g,"{""0"": 53.3, ""1"": 0.5, ""2"": 0.1, ""3"": 11.0, ""4"": 10.4, ""6"": 1.2}","{""de"": ""7""}",{}
2914231,5712873630530,"Harvest Best, Netto","[""Weinsauerkraut mild im Beutel""]",500,g,500.0,g,,,g,"{""0"": 26.299999999999997, ""1"": 0.5, ""2"": 0.1, ""3"": 2.7, ""4"": 1.3, ""5"": 2.7, ""6"": 1.4, ""7"": 3.0, ""8"": 1200000.0, ""9"": 57363.0, ""11"": 20.9, ""12"": 28.3, ""13"": 293.9, ""14"": 10701.5, ""15"": 98.2, ""16"": 32090.0, ""17"": 232969.0, ""18"": 19.405, ""19"": 156.08, ""20"": 0.0, ""21"": 38.800000000000004, ""22"": 4.8500000000000005, ""23"": 164.9, ""24"": 0.0, ""25"": 8613.6, ""26"": 0.0, ""27"": 38.800000000000004, ""29"": 67.512, ""30"": 194.0, ""31"": 174.6}","{""de"": ""14""}",{}
2914232,5712873630974,Finton’s,"[""Danish Butter Cookies""]",500,g,500.0,g,,,g,"{""0"": 497.2, ""1"": 24.0, ""2"": 14.0, ""3"": 65.0, ""4"": 28.0, ""6"": 5.3, ""7"": 0.57, ""8"": 228000.0}","{""de"": ""7""}",{}
2914233,5712873632114,,"[""Wachsbrechbohnen Paluten Art""]",660,g,660.0,g,,,g,"{""0"": 23.28, ""1"": 0.0, ""2"": 0.0, ""3"": 1.5, ""4"": 0.8, ""5"": 7.0, ""6"": 0.82, ""7"": 0.5, ""8"": 200000.0}","{""de"": ""4""}",{}
2914234,5712873632145,Salling,"[""Wiener skinke""]",,,,,30.0,g,g,"{""0"": 142.0, ""1"": 7.0, ""2"": 2.8, ""3"": 1.7, ""4"": 1.4, ""6"": 18.0, ""7"": 1.9675, ""8"": 787000.0}",{},{}
2914235,5712873632442,Mamone,"[""Grahamsmel""]",1000,g,1000.0,g,,,,,"{""en"": ""3""}",{}
2914236,5712873632480,Mamone,"[""Fuldkornshvedemel""]",1000,g,1000.0,g,,,,,"{""en"": ""3""}",{}
2914237,5712873637478,,"[""Medjoul dadler""]",400,g,400.0,g,,,g,"{""0"": 273.0, ""1"": 0.0, ""2"": 0.0, ""3"": 62.0, ""4"": 48.0, ""5"": 6.3, ""6"": 3.1, ""7"": 0.0, ""8"": 0.0}",{},"{""da"": ""3""}"
